college_code,college_name,city,district,region,college_type,government_or_private,autonomous,minority_status
4151,"Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Nagpur,Nagpur,Vidarbha,,,,
4151,"Vidarbha Bahu-Uddeshiya Shikshan Sanstha's Tulshiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Nagpur,Nagpur,Vidarbha,,,,
4163,Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Chandrapur,Chandrapur,Vidarbha,,,,
4167,"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Nagpur,Nagpur,Vidarbha,,,,
4172,"Anjuman College of Engineering & Technology, Nagpur",Nagpur,Nagpur,Vidarbha,,,,
4174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Nagpur,Nagpur,Vidarbha,,,,
4175,"JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha",Wardha,Wardha,Vidarbha,,,,
4177,"Priyadarshini Bhagwati College of Engineering, Harpur Nagar, Umred Road,Nagpur",Nagpur,Nagpur,Vidarbha,,,,
4181,"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Nagpur,Nagpur,Vidarbha,,,,
4188,"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza Bamni",Chandrapur,Chandrapur,Vidarbha,,,,
4190,"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Badravati",Chandrapur,Chandrapur,Vidarbha,,,,
4190,"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Bhadrawati",Chandrapur,Chandrapur,Vidarbha,,,,
4192,"Maitraya Education Society, Nagarjuna Institute of Engineering Technology & Management, Nagpur",Nagpur,Nagpur,Vidarbha,,,,
4193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",Nagpur,Nagpur,Vidarbha,,,,
4196,"Gurunanak Educational Society's Gurunanak Institute of Technology, Nagpur",Nagpur,Nagpur,Vidarbha,,,,
4197,"Jai Mahakali Shikshan Sanstha, Agnihotri College of Engineering, Sindhi(Meghe)",Wardha,Wardha,Vidarbha,,,,
4285,"V M Institute of Engineering and Technology, Dongargaon, Nagpur",Nagpur,Nagpur,Vidarbha,,,,
4302,"Gondia Education Society's Manoharbhai Patel Institute Of Engineering & Technology, Shahapur, Bhandara",Thane,Thane,Mumbai Region,,,,
4613,"Suryodaya College of Engineering & Technology, Nagpur",Nagpur,Nagpur,Vidarbha,,,,
4648,"R.V. Parankar College of Engineering & Technology, Arvi, Dist Wardha",Wardha,Wardha,Vidarbha,,,,
4649,"Bajaj Institute of Technology, Wardha",Wardha,Wardha,Vidarbha,,,,
4679,"Karanjekar College of Engineering & Management, Sakoli",Bhandara,Bhandara,Vidarbha,,,,
4703,"Somayya Institute of Technology, Chandrapur",Chandrapur,Chandrapur,Vidarbha,,,,
5003,"University Institute of Chemical Technology, North Maharashtra University, Jalgaon",Jalgaon,Jalgaon,North Maharashtra,,,,
5004,"Government College of Engineering, Jalgaon",Jalgaon,Jalgaon,North Maharashtra,,,,
5103,"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Dhule,Dhule,North Maharashtra,,,,
5104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Jalgaon,Jalgaon,North Maharashtra,,,,
5106,"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Jalgaon,Jalgaon,North Maharashtra,,,,
5108,"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Nashik,Nashik,North Maharashtra,,,,
5109,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Nashik,Nashik,North Maharashtra,,,,
5121,"K. K. Wagh Institute of Engineering Education and Research, Nashik",Nashik,Nashik,North Maharashtra,,,,
5124,"Jagadamba Education Soc. Nashik's S.N.D. College of Engineering & Reserch, Babulgaon",Nashik,Nashik,North Maharashtra,,,,
5125,"Pravara Rural Education Society's Sir Visvesvaraya Institute of Technology, Chincholi Dist. Nashik",Nashik,Nashik,North Maharashtra,,,,
5130,"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik",Nashik,Nashik,North Maharashtra,,,,
5139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Ahmednagar,Ahmednagar,North Maharashtra,,,,
5151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",Nashik,Nashik,North Maharashtra,,,,
5152,"G H Raisoni College of Engineering and Management, Jalgaon",Jalgaon,Jalgaon,North Maharashtra,,,,
5152,"G H Raisoni Institute of Engineering and Business Management, Jalgaon",Jalgaon,Jalgaon,North Maharashtra,,,,
5160,"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon",Ahmednagar,Ahmednagar,North Maharashtra,,,,
5161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Ahmednagar,Ahmednagar,North Maharashtra,,,,
5162,"Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner",Ahmednagar,Ahmednagar,North Maharashtra,,,,
5164,"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",Nandurbar,Nandurbar,North Maharashtra,,,,
5168,"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur",Jalgaon,Jalgaon,North Maharashtra,,,,
5169,"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",Dhule,Dhule,North Maharashtra,,,,
5170,"Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal",Jalgaon,Jalgaon,North Maharashtra,,,,
5171,"Godavari Foundation's Godavari College Of Engineering, Jalgaon",Jalgaon,Jalgaon,North Maharashtra,,,,
5172,"R. C. Patel Institute of Technology, Shirpur",Dhule,Dhule,North Maharashtra,,,,
5173,"SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)",Nashik,Nashik,North Maharashtra,,,,
5177,"Matoshri College of Engineering and Research Centre, Eklahare, Nashik",Nashik,Nashik,North Maharashtra,,,,
5179,"Vishwabharati Academy's College of Engineering, Ahmednagar",Ahmednagar,Ahmednagar,North Maharashtra,,,,
5181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",Nashik,Nashik,North Maharashtra,,,,
5182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Nashik,Nashik,North Maharashtra,,,,
5184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",Nashik,Nashik,North Maharashtra,,,,
5223,"SMT. SHARCHCHANDRIKA SURESH PATIL INSTITUTE OF TECHNOLOGY (ENGINEERING & POLYTECHNIC), CHOPDA",Chopda,Nashik,North Maharashtra,,,,
5239,JAMIA INSTITUTE OF TECHNOLOGY,Akkalkuwa,Nashik,North Maharashtra,,,,
5244,"MET's Institute of Technology Polytechnic, Bhujbal Knowledge City, Adgaon Nashik",Nashik,Nashik,North Maharashtra,,,,
5249,"Trimurti Shikshan Prasarak Mandal, Trimurti Institute Of Technology, Paladhi Bk, Jalgaon",Jalgaon,Jalgaon,North Maharashtra,,,,
5256,Matoshri Aasarabai Institute of Technology and Research Centre,Eklahare,Nashik,North Maharashtra,,,,
5256,"Matoshri Education Soceity, Matoshri Asarabai Polytechnic,Nashik",Nashik,Nashik,North Maharashtra,,,,
5263,"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore, Nashik",Nashik,Nashik,North Maharashtra,,,,
5303,"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha,",Ahmednagar,Ahmednagar,North Maharashtra,,,,
5322,"Jamia Institute Of Engineering And Management Studies, Akkalkuwa",Nandurbar,Nandurbar,North Maharashtra,,,,
5330,"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",Pune,Pune,Pune Region,,,,
5331,"Sandip Foundation's, Sandip Institute of Engineering & Management, Nashik",Nashik,Nashik,North Maharashtra,,,,
5365,"Vardhaman Education & Welfare Society, Ahinsa Institute of Technology, Post. Dondaicha, Dhule",Dhule,Dhule,North Maharashtra,,,,
5370,"Kedareshwar Gramin Vikas Pratishthan, Samajbhushan Eknathrao Dhakane College, of Engineering, Shevgaon",Ahmednagar,Ahmednagar,North Maharashtra,,,,
5380,"Adsul's Technical Campus, Chas Dist. Ahmednagar",Ahmednagar,Ahmednagar,North Maharashtra,,,,
5381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",Dhule,Dhule,North Maharashtra,,,,
5382,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Ahmednagar,Ahmednagar,North Maharashtra,,,,
5390,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of Engineering Education & Research, Nashik.",Nashik,Nashik,North Maharashtra,,,,
5395,Ashok Institute of Engineering & Technology,Ashoknagar,Nashik,North Maharashtra,,,,
5396,"College of Engineering and Technology ,North Maharashtra Knowledge City, Jalgaon",Jalgaon,Jalgaon,North Maharashtra,,,,
5399,"Sanghavi College of Engineering, Varvandi, Nashik.",Nashik,Nashik,North Maharashtra,,,,
5401,"Jawahar Education Society's Institute of Technology, Management & Research, Nashik.",Nashik,Nashik,North Maharashtra,,,,
5408,"Vidya Niketan College of Engineering, Bota Sangamner",Ahmednagar,Ahmednagar,North Maharashtra,,,,
5409,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar",Ahmednagar,Ahmednagar,North Maharashtra,,,,
5411,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.",Nashik,Nashik,North Maharashtra,,,,
5414,"Nikam Institute of Technology(Polytechnic),Dhule",Dhule,Dhule,North Maharashtra,,,,
5418,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Nashik,Nashik,North Maharashtra,,,,
5433,"R.C. Patel College of Engineering and Polytechnic, Shirpur",Dhule,Dhule,North Maharashtra,,,,
5449,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Dhule,Dhule,North Maharashtra,,,,
5497,"P.G. College of Engineering & Technology, Nandurbar",Nandurbar,Nandurbar,North Maharashtra,,,,
5509,"Shri Swami Samarth Institute of Management and Technology, Malwadi-Bota",Ahmednagar,Ahmednagar,North Maharashtra,,,,
5513,"MKD Institute of Technology, Nadurbar",Nandurbar,Nandurbar,North Maharashtra,,,,
5545,"Shri Vile Parle Kelavani Mandal's College of Engineering, Shirpur",Shirpur,Nashik,North Maharashtra,,,,
5545,"Shri. Vile Parle Kelwani Mandal's College of Engineering, Shirpur",Mumbai,Mumbai,Mumbai Region,,,,
5597,VAMANRAO ITHAPE COLLEGE OF ENGINEERING AND MANAGEMENT,Sangamner,Nashik,North Maharashtra,,,,
6004,"Government College of Engineering & Research, Avasari Khurd",Pune,Pune,Pune Region,,,,
6005,"Government College of Engineering, Karad",Karad,Pune,Pune Region,,,,
6006,COEP Technological University,Pune,Pune,Pune Region,,,,
6007,"Walchand College of Engineering, Sangli",Sangli,Sangli,Western Maharashtra,,,,
6028,"Department of Technology, Shivaji University, Kolhapur",Kolhapur,Kolhapur,Western Maharashtra,,,,
6036,"Government College of Engineering, Kolhapur",Kolhapur,Kolhapur,Western Maharashtra,,,,
6122,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune",Pune,Pune,Pune Region,,,,
6138,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune",Pune,Pune,Pune Region,,,,
6139,"Progressive Education Society's Modern College of Engineering, Pune",Pune,Pune,Pune Region,,,,
6141,"Jaywant Shikshan Prasarak Mandal's,Rajarshi Shahu College of Engineering, Tathawade, Pune",Pune,Pune,Pune Region,,,,
6144,"Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune",Pune,Pune,Pune Region,,,,
6145,"JSPM'S Jaywantrao Sawant College of Engineering,Pune",Pune,Pune,Pune Region,,,,
6146,"MIT Academy of Engineering,Alandi, Pune",Pune,Pune,Pune Region,,,,
6149,"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Pune,Pune,Pune Region,,,,
6155,"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Pune,Pune,Pune Region,,,,
6156,"Marathwada Mitra Mandal's College of Engineering, Karvenagar, Pune",Pune,Pune,Pune Region,,,,
6160,"JSPM's Imperial College of Engineering and Research, Wagholi, Pune",Pune,Pune,Pune Region,,,,
6175,"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",Pune,Pune,Pune Region,,,,
6177,"Sinhgad College of Engineering, Vadgaon (BK), Pune",Pune,Pune,Pune Region,,,,
6178,"Sinhgad Technical Education Society's Smt. Kashibai Navale College of Engineering,Vadgaon,Pune",Pune,Pune,Pune Region,,,,
6179,"Indira College of Engineering & Management, Pune",Pune,Pune,Pune Region,,,,
6182,"Sinhgad Technical Education Society, Sinhgad Institute of Technology and Science, Narhe (Ambegaon)",Pune,Pune,Pune Region,,,,
6183,"Al-Ameen Educational and Medical Foundation, College of Engineering, Koregaon, Bhima",Pune,Pune,Pune Region,,,,
6184,"K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Pune,Pune,Pune Region,,,,
6185,"Sinhagad Institute of Technology, Lonavala",Pune,Pune,Pune Region,,,,
6185,Sinhgad Institute of Technology,Pune,Pune,Pune Region,,,,
6187,"Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa-Saswad Road, Pune",Pune,Pune,Pune Region,,,,
6203,"Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Pune,Pune,Pune Region,,,,
6206,"Pune District Education Association's College of Engineering, Manjari(Bk), Hadapsar, Pune",Pune,Pune,Pune Region,,,,
6206,"Pune District Education Association's College of Engineering, Pune",Pune,Pune,Pune Region,,,,
6207,"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Pune,Pune,Pune Region,,,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Sangli,Sangli,Western Maharashtra,,,,
6217,"Shri. Balasaheb Mane Shikshan Prasarak Mandal's, Ashokrao Mane Group of Institutions",Kolhapur,Kolhapur,Western Maharashtra,,,,
6219,"KSGBS's Bharat- Ratna Indira Gandhi College of Engineering, Kegaon, Solapur",Solapur,Solapur,Western Maharashtra,,,,
6220,"SVERI's College of Engineering, Pandharpur",Pandharpur,Pune,Pune Region,,,,
6220,"Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Solapur,Solapur,Western Maharashtra,,,,
6222,"Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Kolhapur,Kolhapur,Western Maharashtra,,,,
6223,"Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Solapur,Solapur,Western Maharashtra,,,,
6250,"D.Y. Patil College of Engineering and Technology, Kolhapur",Kolhapur,Kolhapur,Western Maharashtra,,,,
6265,"Walchand Institute of Technology, Solapur",Solapur,Solapur,Western Maharashtra,,,,
6267,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Kolhapur,Western Maharashtra,,,,
6268,"Tatyasaheb Kore Institute of Engineering and Technology, Warananagar",Kolhapur,Kolhapur,Western Maharashtra,,,,
6269,"Shetkari Shikshan Mandal's Pad. Vasantraodada Patil Institute of Technology, Budhgaon, Sangli",Sangli,Sangli,Western Maharashtra,,,,
6270,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara",Satara,Satara,Western Maharashtra,,,,
6271,Pune Institute of Computer Technology,Pune,Pune,Pune Region,,,,
6271,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Pune,Pune Region,,,,
6272,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Pune,Pune,Pune Region,,,,
6273,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi, Pune",Pune,Pune,Pune Region,,,,
6274,"PVG's College of Engineering, Technology & Management",Pune,Pune,Pune Region,,,,
6274,"Pune Vidyarthi Griha's College of Engineering and Technology and G K Pate(Wani) Institute of Management, Pune",Pune,Pune,Pune Region,,,,
6275,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Baramati,Pune,Pune Region,,,,
6277,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Kolhapur,Kolhapur,Western Maharashtra,,,,
6278,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Pune,Pune,Pune Region,,,,
6281,"Modern Education Society's College of Engineering, Pune",Pune,Pune,Pune Region,,,,
6281,"Modern Education Society's Wadia College of Engineering, Pune",Pune,Pune,Pune Region,,,,
6282,"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Pune,Pune,Pune Region,,,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Sangli,Sangli,Western Maharashtra,,,,
6284,"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Pune,Pune,Pune Region,,,,
6288,"Bharati Vidyapeeth's College of Engineering, Kolhapur",Kolhapur,Kolhapur,Western Maharashtra,,,,
6289,"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Pune,Pune,Pune Region,,,,
6293,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur",Solapur,Solapur,Western Maharashtra,,,,
6298,"Zeal Education Society's Zeal College of Engineering & Reserch, Narhe, Pune",Pune,Pune,Pune Region,,,,
6303,"Dr. Ashok Gujar Technical Institute's Dr. Daulatrao Aher College of Engineering, Karad",Karad,Pune,Pune Region,,,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Sangli,Sangli,Western Maharashtra,,,,
6305,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Satara,Satara,Western Maharashtra,,,,
6305,"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Satara,Satara,Western Maharashtra,,,,
6307,"Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli",Pune,Pune,Pune Region,,,,
6308,"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur(North)",Solapur,Solapur,Western Maharashtra,,,,
6310,"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",Pune,Pune,Pune Region,,,,
6311,"Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of Technology & Research, Wagholi",Pune,Pune,Pune Region,,,,
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Sangli,Sangli,Western Maharashtra,,,,
6315,"Holy-Wood Academy's Sanjeevan Engineering and Technology Institute, Panhala",Kolhapur,Kolhapur,Western Maharashtra,,,,
6315,Sanjeevan Group of Institutions,Pune,Pune,Pune Region,,,,
6317,"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)",Kolhapur,Kolhapur,Western Maharashtra,,,,
6318,"Abhinav Education Society's College of Engineering and Technology (Degree), Wadwadi",Pune,Pune,Pune Region,,,,
6319,"Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering, Vangali, Tal. Indapur",Indapur,Pune,Pune Region,,,,
6320,"K.J.'s Educational Institute's K.J.College of Engineering & Management Research, Pisoli",Pune,Pune,Pune Region,,,,
6321,"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur",Solapur,Solapur,Western Maharashtra,,,,
6322,"Shree Gajanan Maharaj Shikshan Prasarak Manda'l Sharadchandra Pawar College of Engineering, Dumbarwadi",Pune,Pune,Pune Region,,,,
6324,"Rajgad Dnyanpeeth's Shri Chhatrapati Shivajiraje College of Engineering, Bhor",Bhor,Pune,Pune Region,,,,
6324,"Rajgad Dnyanpeeth's Technical Campus,Dhangwadi, Bhor",Pune,Pune,Pune Region,,,,
6324,Rajgad Technical Campus,Bhor,Pune,Pune Region,,,,
6325,"Alard Charitable Trust's Alard College of Engineering and Management, Pune",Pune,Pune,Pune Region,,,,
6326,Karmayogi Institute of Technology,Pune,Pune,Pune Region,,,,
6402,"NEW INSTITUTE OF TECHNOLOGY,KOLHAPUR",Kolhapur,Kolhapur,Western Maharashtra,,,,
6419,"Nutan College of Engineering and Research, Talegaon Dabhade Tal. Maval, Pune",Pune,Pune,Pune Region,,,,
6444,"Shriram Institute Of Engineering & Technology, (Poly), Paniv",Solapur,Solapur,Western Maharashtra,,,,
